anio_inicio,mes_inicio,fecha_inicio,fecha_hecho,hora_hecho,delito,categoria_delito,fiscalia,agencia,unidad_investigacion,colonia_catalogo,alcaldia_hecho,anio_hecho
2024,Agosto,2024-08-15 00:00:00,2024-08-14 00:00:00,11:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN CUAUHTÉMOC,UAT-CUH-2,UI-1SD,Roma Norte,CUAUHTEMOC,2024
2024,Agosto,2024-08-14 00:00:00,2024-08-14 00:00:00,17:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN ALVARO OBREGÓN,AO-2,UI-1CD,Pueblo Santa Fe,ALVARO OBREGON,2024
2024,Agosto,2024-08-15 00:00:00,2024-08-15 00:00:00,14:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA PARA LA INVESTIGACIÓN DE LOS DELITOS COMETIDOS POR SERVIDORES PÚBLICOS,B,UI-2CD,Unidad Ejercito Constitucionalista,IZTAPALAPA,2024
2024,Agosto,2024-08-20 00:00:00,2024-08-15 00:00:00,22:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN CUAUHTÉMOC,UAT-CUH-2,UI-1SD,Santa Maria La Ribera,CUAUHTEMOC,2024
2024,Agosto,2024-08-17 00:00:00,2024-08-17 00:00:00,05:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Centro,IZTAPALAPA,2024
2024,Agosto,2024-08-18 00:00:00,2024-08-17 00:00:00,15:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Campamento 2 De Octubre,IZTAPALAPA,2024
2024,Agosto,2024-08-18 00:00:00,2024-08-18 00:00:00,14:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTACALCO,UAT-IZC-2,UI-1SD,Campamento 2 De Octubre,IZTACALCO,2024
2024,Agosto,2024-08-23 00:00:00,2024-08-23 00:00:00,20:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Las Salinas,IZTAPALAPA,2024
2024,Agosto,2024-08-23 00:00:00,2024-08-23 00:00:00,20:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MILPA ALTA,UAT-MIL-1,UI-1SD,Barrio Xochitepetl,MILPA ALTA,2024
2024,Agosto,2024-08-27 00:00:00,2024-08-26 00:00:00,16:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN AZCAPOTZALCO,UAT-AZ-4,UI-2SD,,AZCAPOTZALCO,2024
2024,Agosto,2024-08-29 00:00:00,2024-08-27 00:00:00,18:15:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Olivar Del Conde 1ra Seccion,IZTAPALAPA,2024
2024,Noviembre,2024-11-21 20:08:00,2024-08-31 11:00:00,11:00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,Granjas Coapa,TLALPAN,2024
2024,Septiembre,2024-09-10 00:00:00,2024-09-02 00:00:00,11:57:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Progresista,IZTAPALAPA,2024
2024,Octubre,2024-10-07 00:00:00,2024-09-02 00:00:00,21:02:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Argentina Poniente,IZTAPALAPA,2024
2024,Octubre,2024-10-10 00:00:00,2024-09-02 00:00:00,22:38:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,,IZTAPALAPA,2024
2024,Septiembre,2024-09-04 00:00:00,2024-09-04 00:00:00,15:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,Miguel Hidalgo 4a Seccion,TLALPAN,2024
2024,Septiembre,2024-09-05 00:00:00,2024-09-05 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,A,Unidad 2,Vasco De Quiroga,GUSTAVO A. MADERO,2024
2024,Septiembre,2024-09-08 00:00:00,2024-09-05 00:00:00,11:45:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,,IZTAPALAPA,2024
2024,Septiembre,2024-09-10 00:00:00,2024-09-05 00:00:00,08:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Ciudad Universitaria,IZTAPALAPA,2024
2024,Septiembre,2024-09-20 00:00:00,2024-09-05 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE JUSTICIA PENAL PARA ADOLESCENTES,AEJPA,2 CON DETENIDO,Pedregal De San Nicolas 1a Seccion,TLALPAN,2024
2024,Septiembre,2024-09-09 00:00:00,2024-09-07 00:00:00,19:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MAGDALENA CONTRERAS,UAT-MC-2,UI-1SD,San Jeronimo Lidice,LA MAGDALENA CONTRERAS,2024
2024,Septiembre,2024-09-07 00:00:00,2024-09-07 00:00:00,05:42:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Pueblo Santa Maria Malinalco,IZTAPALAPA,2024
2024,Noviembre,2024-11-25 21:47:56,2024-09-07 03:00:00,03:00:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Juarez,IZTAPALAPA,2024
2024,Septiembre,2024-09-07 19:13:00,2024-09-07 13:30:00,13:30:00,SECUESTRO EXTORSIVO,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Centro,IZTAPALAPA,2024
2024,Septiembre,2024-09-08 00:00:00,2024-09-08 00:00:00,09:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLÁHUAC,UAT-TLH-1,2 SIN DETENIDO,La Conchita Zapotitlan,TLAHUAC,2024
2024,Septiembre,2024-09-09 00:00:00,2024-09-09 00:00:00,10:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MAGDALENA CONTRERAS,UAT-MC-2,UI-1SD,Pueblo San Nicolas Totolapan,LA MAGDALENA CONTRERAS,2024
2024,Noviembre,2024-11-11 18:19:34,2024-09-09 07:15:00,07:15:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN Y PERSECUCIÓN DE LOS DELITOS EN MATERIA DE DESAPARICIÓN FORZADA DE PERSONAS Y LA DESAPARICIÓN COMETIDA POR PARTICULARES Y BÚSQUEDA DE PERSONAS DESAPARECIDAS,D,UI-5SD,Barrio Xochitepetl,MILPA ALTA,2024
2024,Septiembre,2024-09-11 00:00:00,2024-09-11 00:00:00,12:00:00,TRAFICO DE INFANTES,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",C,UI-2SD,Credito Constructor,BENITO JUAREZ,2024
2024,Septiembre,2024-09-29 00:00:00,2024-09-14 00:00:00,16:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,COY-3,UI-2SD,Petrolera Taxqueña,COYOACAN,2024
2024,Septiembre,2024-09-24 00:00:00,2024-09-20 00:00:00,17:15:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN AZCAPOTZALCO,UAT-AZ-4,UI-3SD,Nueva Santa Maria,AZCAPOTZALCO,2024
2024,Septiembre,2024-09-23 00:00:00,2024-09-22 00:00:00,15:09:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN VENUSTIANO CARRANZA,UAT-VC-3,1 SIN DETENIDO,Merced Balbuena,VENUSTIANO CARRANZA,2024
2024,Septiembre,2024-09-24 00:00:00,2024-09-24 00:00:00,13:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Pueblo Santa Barbara,IZTAPALAPA,2024
2024,Septiembre,2024-09-26 00:00:00,2024-09-26 00:00:00,10:05:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Palmitas,IZTAPALAPA,2024
2024,Septiembre,2024-09-28 00:00:00,2024-09-28 00:00:00,14:45:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Granada,IZTAPALAPA,2024
2024,Septiembre,2024-09-29 00:00:00,2024-09-29 00:00:00,05:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MILPA ALTA,UAT-MIL-1,UI-1SD,Barrio Xaltipac,MILPA ALTA,2024
2024,Octubre,2024-10-10 00:00:00,2024-10-01 00:00:00,10:40:00,PLAGIO O SECUESTRO,SECUESTRO,FISCALÍA DE INVESTIGACIÓN DE DELITOS SEXUALES,FDS-5,FDS-5-01,,IZTAPALAPA,2024
2024,Octubre,2024-10-07 00:00:00,2024-10-02 00:00:00,13:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MAGDALENA CONTRERAS,UAT-MC-1,3 SIN DETENIDO,Barros Sierra,LA MAGDALENA CONTRERAS,2024
2024,Octubre,2024-10-02 22:03:00,2024-10-02 14:14:00,14:14:00,SECUESTRO EXTORSIVO,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Barrio San Pedro,IZTAPALAPA,2024
2024,Octubre,2024-10-06 00:00:00,2024-10-03 00:00:00,21:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,COY-3,UI-2SD,Polanco V Seccion,MIGUEL HIDALGO,2024
2024,Noviembre,2024-11-11 18:17:05,2024-10-03 12:00:00,12:00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Centro,IZTAPALAPA,2024
2024,Octubre,2024-10-04 00:00:00,2024-10-04 00:00:00,05:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN CUAUHTÉMOC,CUH-2,UI-3CD,Centro,CUAUHTEMOC,2024
2024,Octubre,2024-10-14 00:00:00,2024-10-08 00:00:00,18:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Ejercito De Oriente,IZTAPALAPA,2024
2024,Octubre,2024-10-08 00:00:00,2024-10-08 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MAGDALENA CONTRERAS,UAT-MC-2,UI-1SD,Pueblo San Nicolas Totolapan,LA MAGDALENA CONTRERAS,2024
2024,Octubre,2024-10-11 00:00:00,2024-10-11 00:00:00,15:46:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,UAT-GAM-4,UI-1SD,Tepeyac Insurgentes,GUSTAVO A. MADERO,2024
2024,Octubre,2024-10-19 00:00:00,2024-10-11 00:00:00,18:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,UAT-MH-1,UI-1SD,Los Manzanos,MIGUEL HIDALGO,2024
2024,Octubre,2024-10-12 00:00:00,2024-10-12 00:00:00,09:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Alvaro Obregon,IZTAPALAPA,2024
2024,Octubre,2024-10-14 00:00:00,2024-10-14 00:00:00,06:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN CUAJIMALPA,UAT-CUJ-1,UI-1SD,,CUAJIMALPA DE MORELOS,2024
2024,Octubre,2024-10-16 00:00:00,2024-10-15 00:00:00,02:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Juarez,IZTAPALAPA,2024
2024,Noviembre,2024-11-14 16:46:33,2024-10-16 22:45:00,22:45:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Barrio San Antonio,IZTAPALAPA,2024
2024,Octubre,2024-10-17 00:00:00,2024-10-17 00:00:00,01:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,UAT-COY-2,UI-1SD,Pedregal De Santo Domingo,COYOACAN,2024
2024,Octubre,2024-10-19 00:00:00,2024-10-18 00:00:00,22:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Olivar Del Conde 1ra Seccion,IZTAPALAPA,2024
2024,Octubre,2024-10-20 00:00:00,2024-10-19 00:00:00,19:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTACALCO,UAT-IZC-2,UI-1SD,Campamento 2 De Octubre,IZTACALCO,2024
2024,Octubre,2024-10-21 00:00:00,2024-10-20 00:00:00,16:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Pueblo San Pedro Martir,IZTAPALAPA,2024
2024,Octubre,2024-10-24 00:00:00,2024-10-23 00:00:00,17:45:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,B,Unidad 7,Ampliacion Granada,MIGUEL HIDALGO,2024
2024,Octubre,2024-10-26 00:00:00,2024-10-24 00:00:00,10:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN CUAUHTÉMOC,CUH-4,UI-2SD,Centro,CUAUHTEMOC,2024
2024,Octubre,2024-10-28 00:00:00,2024-10-26 00:00:00,16:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,5to Tramo 20 De Noviembre,IZTAPALAPA,2024
2024,Octubre,2024-10-28 00:00:00,2024-10-28 00:00:00,09:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN BENITO JUÁREZ,UAT-BJ-3,UI-1SD,Narvarte Poniente,BENITO JUAREZ,2024
2025,Enero,2025-01-08 19:53:49,2024-10-28 15:00:00,15:00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-3,UI-1SD,Lomas De Chapultepec Ii Seccion,MIGUEL HIDALGO,2024
2024,Octubre,2024-10-31 00:00:00,2024-10-30 00:00:00,09:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN ALVARO OBREGÓN,UAT-AO-4,UI-1SD,Pueblo Tlacopac,ALVARO OBREGON,2024
2024,Noviembre,2024-11-06 22:34:09,2024-10-30 17:00:00,17:00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Sinatel,IZTAPALAPA,2024
2024,Octubre,2024-10-31 00:00:00,2024-10-31 00:00:00,05:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,UAT-GAM-3,UI-1SD,Loma La Palma,GUSTAVO A. MADERO,2024
2024,Octubre,2024-10-31 00:00:00,2024-10-31 00:00:00,18:44:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN ESTRATÉGICA DEL DELITO DE ROBO DE VEHÍCULOS Y TRANSPORTE,ORIENTEII,UI-1CD,Guerrero,CUAUHTEMOC,2024
2024,Noviembre,2024-11-06 15:34:35,2024-10-31 12:30:00,12:30:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,UAT-GAM-4,UI-1SD,Guadalupe Insurgentes,GUSTAVO A. MADERO,2024
2024,Noviembre,2024-11-06 22:40:51,2024-10-31 13:00:00,13:00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Romero De Terreros,IZTAPALAPA,2024
2024,Noviembre,2024-11-01 00:55:21,2024-10-31 20:00:00,20:00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MAGDALENA CONTRERAS,UAT-MC-2,UI-1SD,,LA MAGDALENA CONTRERAS,2024
2024,Noviembre,2024-11-04 20:38:32,2024-11-01 01:30:00,01:30:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Roma Norte,IZTAPALAPA,2024
2024,Noviembre,2024-11-03 15:38:03,2024-11-02 15:30:00,15:30:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTACALCO,UAT-IZC-2,UI-1SD,Tabacalera,CUAUHTEMOC,2024
2024,Noviembre,2024-11-03 10:03:00,2024-11-03 08:00:00,08:00:00:00,TRAFICO DE INFANTES,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-1CD,4 Arboles,VENUSTIANO CARRANZA,2024
2024,Noviembre,2024-11-05 01:58:08,2024-11-04 12:50:00,12:50:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Del Valle Norte,IZTAPALAPA,2024
2024,Noviembre,2024-11-07 05:36:51,2024-11-06 12:30:00,12:30:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTACALCO,UAT-IZC-2,UI-1SD,Campamento 2 De Octubre,IZTACALCO,2024
2024,Noviembre,2024-11-07 19:20:07,2024-11-06 20:40:00,20:40:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Cuautepec De Madero,IZTAPALAPA,2024
2024,Noviembre,2024-11-12 13:08:13,2024-11-07 12:00:00,12:00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN CUAUHTÉMOC,UAT-CUH-2,UI-1SD,Buenavista,CUAUHTEMOC,2024
2024,Noviembre,2024-11-13 00:31:17,2024-11-07 22:30:00,22:30:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Pueblo Santa Martha Acatitla,IZTAPALAPA,2024
2024,Diciembre,2024-12-28 14:01:26,2024-11-09 02:00:00,02:00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Churubusco Country Club,IZTAPALAPA,2024
2024,Noviembre,2024-11-19 14:56:56,2024-11-10 04:30:00,04:30:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Roma Norte,IZTAPALAPA,2024
2024,Noviembre,2024-11-14 00:02:38,2024-11-12 10:30:00,10:30:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,UAT-MH-4,UI-1SD,Polanco Iv Seccion,MIGUEL HIDALGO,2024
2024,Noviembre,2024-11-12 20:19:13,2024-11-12 12:00:00,12:00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-4,UI-1SD,San Miguel 8va Ampliacion,IZTAPALAPA,2024
2024,Noviembre,2024-11-13 02:35:45,2024-11-12 16:18:00,16:18:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN ALVARO OBREGÓN,UAT-AO-4,UI-1SD,Ampliacion Piloto Adolfo Lopez Mateos,ALVARO OBREGON,2024
2024,Noviembre,2024-11-13 21:40:59,2024-11-13 09:40:00,09:40:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,A,Unidad 1,San Miguel 8va Ampliacion,IZTAPALAPA,2024
2024,Noviembre,2024-11-14 10:55:19,2024-11-14 06:28:00,06:28:00:00,TRAFICO DE INFANTES,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-3CD,4 Arboles,VENUSTIANO CARRANZA,2024
2024,Noviembre,2024-11-15 22:49:41,2024-11-14 09:30:00,09:30:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Pedregal De Santo Domingo,IZTAPALAPA,2024
2024,Noviembre,2024-11-14 22:06:45,2024-11-14 13:30:00,13:30:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-4,UI-3SD,Constitucion De 1917,IZTAPALAPA,2024
2024,Noviembre,2024-11-14 20:07:24,2024-11-14 17:00:00,17:00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MAGDALENA CONTRERAS,UAT-MC-2,UI-1SD,Pueblo San Nicolas Totolapan,LA MAGDALENA CONTRERAS,2024
2024,Noviembre,2024-11-14 23:09:42,2024-11-14 20:30:00,20:30:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,,IZTAPALAPA,2024
