anio_inicio,mes_inicio,fecha_inicio,fecha_hecho,hora_hecho,delito,categoria_delito,fiscalia,agencia,unidad_investigacion,colonia_catalogo,alcaldia_hecho,anio_hecho
2018,Febrero,2018-02-28 00:00:00,2018-02-27 00:00:00,09:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Ajusco,IZTAPALAPA,2018
2018,Febrero,2018-02-28 00:00:00,2018-02-27 00:00:00,16:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,El Prado,IZTAPALAPA,2018
2018,Febrero,2018-02-28 00:00:00,2018-02-28 00:00:00,10:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,General Pedro Ma Anaya,IZTAPALAPA,2018
2018,Febrero,2018-02-28 00:00:00,2018-02-28 00:00:00,18:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Buenavista,IZTAPALAPA,2018
2018,Febrero,2018-02-28 00:00:00,2018-02-28 00:00:00,16:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-4,UI-3SD,Granjas Esmeralda,COYOACAN,2018
2018,Mayo,2018-05-04 00:00:00,2018-02-28 00:00:00,11:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Miguel Hidalgo,IZTAPALAPA,2018
2018,Marzo,2018-03-01 00:00:00,2018-02-28 00:00:00,08:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Plan De Ayala,IZTAPALAPA,2018
2018,Marzo,2018-03-05 00:00:00,2018-03-01 00:00:00,10:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-8,UI-2CD,Lomas De San Lorenzo,IZTAPALAPA,2018
2018,Julio,2018-07-03 00:00:00,2018-03-01 00:00:00,09:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-1,UI-2SD,Bellavista,ALVARO OBREGON,2018
2018,Marzo,2018-03-02 00:00:00,2018-03-01 00:00:00,23:30:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-3,UI-2CD,San Pedro De Los Pinos,ALVARO OBREGON,2018
2018,Marzo,2018-03-02 00:00:00,2018-03-01 00:00:00,10:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Leyes De Reforma 3a Seccion,IZTAPALAPA,2018
2018,Marzo,2018-03-03 00:00:00,2018-03-02 00:00:00,07:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-8,UI-3SD,Artes Graficas,CUAUHTEMOC,2018
2018,Marzo,2018-03-04 00:00:00,2018-03-03 00:00:00,19:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Chinampac De Juarez,IZTAPALAPA,2018
2018,Marzo,2018-03-05 00:00:00,2018-03-04 00:00:00,20:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Granjas Modernas,IZTAPALAPA,2018
2018,Marzo,2018-03-10 00:00:00,2018-03-05 00:00:00,18:20:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Roma Norte,IZTAPALAPA,2018
2018,Marzo,2018-03-05 00:00:00,2018-03-05 00:00:00,16:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Transito,IZTAPALAPA,2018
2018,Marzo,2018-03-05 00:00:00,2018-03-05 00:00:00,08:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-4,UI-2CD,Arenal De Guadalupe,TLALPAN,2018
2018,Marzo,2018-03-05 00:00:00,2018-03-05 00:00:00,15:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,San Angel,IZTAPALAPA,2018
2018,Marzo,2018-03-07 00:00:00,2018-03-05 00:00:00,14:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,San Rafael,IZTAPALAPA,2018
2019,Marzo,2019-03-06 00:00:00,2018-03-06 00:00:00,18:15:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Tlalpan,IZTAPALAPA,2018
2018,Marzo,2018-03-12 00:00:00,2018-03-06 00:00:00,15:30:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-1,UI-3SD,,ALVARO OBREGON,2018
2018,Marzo,2018-03-06 00:00:00,2018-03-06 00:00:00,08:50:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-2,UI-1SD,Moctezuma 2a. Seccion,VENUSTIANO CARRANZA,2018
2018,Marzo,2018-03-06 00:00:00,2018-03-06 00:00:00,00:30:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-1,UI-1SD,Del Valle Centro,BENITO JUAREZ,2018
2018,Marzo,2018-03-08 00:00:00,2018-03-07 00:00:00,21:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Barrio Guadalupe,IZTAPALAPA,2018
2018,Abril,2018-04-16 00:00:00,2018-03-07 00:00:00,02:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Morelos,IZTAPALAPA,2018
2018,Mayo,2018-05-24 00:00:00,2018-03-07 00:00:00,00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Guerrero,IZTAPALAPA,2018
2018,Marzo,2018-03-28 00:00:00,2018-03-07 00:00:00,15:40:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Roma Norte,IZTAPALAPA,2018
2018,Marzo,2018-03-08 00:00:00,2018-03-08 00:00:00,07:15:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-5,UI-2CD,Culhuacan Ctm Croc,COYOACAN,2018
2018,Marzo,2018-03-08 00:00:00,2018-03-08 00:00:00,07:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,MH-4,UI-2SD,Daniel Garza,MIGUEL HIDALGO,2018
2018,Marzo,2018-03-14 00:00:00,2018-03-08 00:00:00,11:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Bosques De Las Lomas,IZTAPALAPA,2018
2018,Marzo,2018-03-08 00:00:00,2018-03-08 00:00:00,02:49:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,La Pradera,IZTAPALAPA,2018
2018,Marzo,2018-03-09 00:00:00,2018-03-09 00:00:00,06:00:00,PLAGIO O SECUESTRO,SECUESTRO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,,IZTAPALAPA,2018
2018,Marzo,2018-03-10 00:00:00,2018-03-10 00:00:00,20:30:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAJIMALPA,CJ-1,UI-1SD,Lomas De Vista Hermosa,CUAJIMALPA DE MORELOS,2018
2018,Marzo,2018-03-11 00:00:00,2018-03-10 00:00:00,07:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Ex-Hacienda El Rosario,IZTAPALAPA,2018
2018,Mayo,2018-05-08 00:00:00,2018-03-10 00:00:00,19:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-1,UI-1CD,Pedregal De Santo Domingo,COYOACAN,2018
2018,Marzo,2018-03-12 00:00:00,2018-03-11 00:00:00,13:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Central De Abasto,IZTAPALAPA,2018
2018,Marzo,2018-03-13 00:00:00,2018-03-11 00:00:00,05:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-1,UI-1SD,Ciudad De Los Deportes,BENITO JUAREZ,2018
2018,Abril,2018-04-17 00:00:00,2018-03-12 00:00:00,22:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,C,Unidad 12,Del Recreo,AZCAPOTZALCO,2018
2018,Marzo,2018-03-13 00:00:00,2018-03-12 00:00:00,13:45:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-1,UI-1SD,San Pedro De Los Pinos,BENITO JUAREZ,2018
2018,Marzo,2018-03-13 00:00:00,2018-03-12 00:00:00,22:30:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-4,UI-1CD,Pueblo San Lorenzo Huipulco,TLALPAN,2018
2018,Marzo,2018-03-13 00:00:00,2018-03-13 00:00:00,09:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-2,UI-1SD,Revolucion,VENUSTIANO CARRANZA,2018
2018,Marzo,2018-03-13 00:00:00,2018-03-13 00:00:00,15:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MILPA ALTA,MIL-1,UI-1CD,Barrio Cruztitla,MILPA ALTA,2018
2018,Marzo,2018-03-13 00:00:00,2018-03-13 00:00:00,20:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,El Coyol,IZTAPALAPA,2018
2018,Marzo,2018-03-14 00:00:00,2018-03-13 00:00:00,23:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-2SD,Chinampac De Juarez,IZTAPALAPA,2018
2019,Marzo,2019-03-14 00:00:00,2018-03-14 00:00:00,01:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Centro,IZTAPALAPA,2018
2018,Marzo,2018-03-15 00:00:00,2018-03-15 00:00:00,11:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Pueblo De Los Reyes,IZTAPALAPA,2018
2018,Marzo,2018-03-19 00:00:00,2018-03-16 00:00:00,01:35:00,DESAPARICION FORZADA DE PERSONAS,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-4,UI-1CD,Puebla,VENUSTIANO CARRANZA,2018
2018,Marzo,2018-03-20 00:00:00,2018-03-16 00:00:00,10:00:00,DESAPARICION FORZADA DE PERSONAS,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLAHUAC,TLH-2,UI-2SD,Barrio La Asuncion,TLAHUAC,2018
2018,Marzo,2018-03-18 00:00:00,2018-03-17 00:00:00,20:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,C T M El Risco,IZTAPALAPA,2018
2018,Marzo,2018-03-17 00:00:00,2018-03-17 00:00:00,19:55:00,DESAPARICION FORZADA DE PERSONAS,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-2,UI-2CD,,GUSTAVO A. MADERO,2018
2018,Marzo,2018-03-19 00:00:00,2018-03-18 00:00:00,20:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Morelos,IZTAPALAPA,2018
2018,Marzo,2018-03-19 00:00:00,2018-03-19 00:00:00,18:00:00,DESAPARICION FORZADA DE PERSONAS,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-1,UI-1CD,Miguel Hidalgo 4a Seccion,TLALPAN,2018
2018,Abril,2018-04-20 00:00:00,2018-03-20 00:00:00,22:37:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Barrio San Juan Y Guadalupe Ticoman,IZTAPALAPA,2018
2018,Marzo,2018-03-21 00:00:00,2018-03-20 00:00:00,16:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Palmatitla,IZTAPALAPA,2018
2018,Mayo,2018-05-05 00:00:00,2018-03-21 00:00:00,15:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-3SD,Roma Norte,CUAUHTEMOC,2018
2018,Marzo,2018-03-22 00:00:00,2018-03-21 00:00:00,20:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-3,UI-1CD,Pueblo Tizapan,ALVARO OBREGON,2018
2018,Marzo,2018-03-22 00:00:00,2018-03-21 00:00:00,10:30:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-1,UI-1SD,,AZCAPOTZALCO,2018
2018,Marzo,2018-03-22 00:00:00,2018-03-21 00:00:00,19:45:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Barrio Candelaria Ticoman,IZTAPALAPA,2018
2018,Marzo,2018-03-22 00:00:00,2018-03-22 00:00:00,17:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Romero Rubio,IZTAPALAPA,2018
2018,Marzo,2018-03-23 00:00:00,2018-03-22 00:00:00,14:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,La Era,IZTAPALAPA,2018
2018,Marzo,2018-03-23 00:00:00,2018-03-22 00:00:00,21:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-3,UI-1SD,Portales Norte,BENITO JUAREZ,2018
2018,Marzo,2018-03-23 00:00:00,2018-03-23 00:00:00,20:45:00,PLAGIO O SECUESTRO,SECUESTRO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Selene,IZTAPALAPA,2018
2018,Marzo,2018-03-24 00:00:00,2018-03-23 00:00:00,21:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,La Draga,IZTAPALAPA,2018
2018,Marzo,2018-03-24 00:00:00,2018-03-23 00:00:00,09:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-1,UI-3SD,El Jaguey,AZCAPOTZALCO,2018
2018,Marzo,2018-03-24 00:00:00,2018-03-24 00:00:00,09:52:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,MH-4,UI-3SD,Polanco Iii Seccion,MIGUEL HIDALGO,2018
2018,Marzo,2018-03-28 00:00:00,2018-03-24 00:00:00,22:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-1,UI-1CD,Miguel Hidalgo 4a Seccion,TLALPAN,2018
2018,Marzo,2018-03-25 00:00:00,2018-03-25 00:00:00,04:04:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAJIMALPA,CJ-1,UI-1SD,Condesa,CUAUHTEMOC,2018
2018,Marzo,2018-03-26 00:00:00,2018-03-25 00:00:00,18:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-1CD,Lomas De San Lorenzo,IZTAPALAPA,2018
2018,Marzo,2018-03-26 00:00:00,2018-03-25 00:00:00,02:55:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-1,UI-1SD,San Pedro De Los Pinos,BENITO JUAREZ,2018
2018,Marzo,2018-03-27 00:00:00,2018-03-26 00:00:00,18:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,A,Unidad 2,Buenavista,CUAUHTEMOC,2018
2018,Marzo,2018-03-26 00:00:00,2018-03-26 00:00:00,00:05:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN XOCHIMILCO,XO-2,UI-1SD,Arenal De Guadalupe,TLALPAN,2018
2018,Marzo,2018-03-27 00:00:00,2018-03-26 00:00:00,21:30:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,A,Unidad 2,Guerrero,CUAUHTEMOC,2018
2018,Marzo,2018-03-27 00:00:00,2018-03-27 00:00:00,11:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,A,Unidad 2,Agricola Pantitlan,IZTACALCO,2018
2018,Marzo,2018-03-28 00:00:00,2018-03-28 00:00:00,10:05:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Napoles,IZTAPALAPA,2018
2018,Abril,2018-04-03 00:00:00,2018-03-28 00:00:00,14:30:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-1,UI-1SD,Las Salinas,AZCAPOTZALCO,2018
2018,Marzo,2018-03-30 00:00:00,2018-03-29 00:00:00,22:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Pasteros,IZTAPALAPA,2018
2018,Marzo,2018-03-29 00:00:00,2018-03-29 00:00:00,09:15:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-3,UI-1SD,Morelos,CUAUHTEMOC,2018
2018,Abril,2018-04-03 00:00:00,2018-03-30 00:00:00,00:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-4,UI-1SD,Centro,CUAUHTEMOC,2018
2018,Marzo,2018-03-31 00:00:00,2018-03-31 00:00:00,10:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,,IZTAPALAPA,2018
2018,Abril,2018-04-02 00:00:00,2018-04-02 00:00:00,06:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-3,UI-3SD,Magdalena De Las Salinas,GUSTAVO A. MADERO,2018
2018,Abril,2018-04-09 00:00:00,2018-04-02 00:00:00,17:20:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-1,UI-1SD,El Rosario,AZCAPOTZALCO,2018
2018,Abril,2018-04-03 00:00:00,2018-04-02 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,La Conchita Zapotitlan,IZTAPALAPA,2018
2018,Abril,2018-04-05 00:00:00,2018-04-02 00:00:00,14:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Santa Maria La Ribera,IZTAPALAPA,2018
2018,Mayo,2018-05-04 00:00:00,2018-04-03 00:00:00,20:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN XOCHIMILCO,XO-2,UI-1SD,Pueblo Santa Cruz Acalpixca,XOCHIMILCO,2018
2018,Abril,2018-04-06 00:00:00,2018-04-03 00:00:00,20:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-5,UI-1CD,Barrio Cruztitla,MILPA ALTA,2018
2018,Junio,2018-06-05 00:00:00,2018-04-04 00:00:00,22:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Centro,IZTAPALAPA,2018
2022,Octubre,2022-10-24 00:00:00,2018-04-04 00:00:00,15:00:00,PRIVACION DE LA LIBERTAD PERSONAL (REALIZAR ACTO SEXUAL),DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,B,Unidad 9,,MILPA ALTA,2018
2018,Abril,2018-04-05 00:00:00,2018-04-04 00:00:00,18:40:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Santa Martha Acatitla Norte,IZTAPALAPA,2018
2018,Abril,2018-04-06 00:00:00,2018-04-05 00:00:00,14:35:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,,IZTAPALAPA,2018
2018,Abril,2018-04-05 00:00:00,2018-04-05 00:00:00,12:00:00,DESAPARICION FORZADA DE PERSONAS,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-1,UI-3SD,,ALVARO OBREGON,2018
